stop_id,stop_name,stop_lat,stop_lon,stop_comune,stop_type
ATPSS_755,Fermata di Via Cugia 7,40.751347,8.533072,SASSARI,Fermata Autobus
ATPSS_422,Fermata di Viale Porto Torres 59,40.734893,8.544293,SASSARI,Fermata Autobus
ASPO234,Fermata di 234 - V.Seychelles,40.9364,9.52137,OLBIA,Fermata Autobus
ATPSS_461,"Fermata di Ss 131, Inc. Sc S. Pietro  D'Ottava",40.770955,8.4878,SASSARI,Fermata Autobus
B_61820,Fermata di SP 73 SERRABALESTRA,41.062329,9.467789,ARZACHENA,Fermata Autobus
B_61888,Fermata di SS 125 LU STANGU,40.86535,9.641425,LOIRI PORTO SAN PAOLO,Fermata Autobus
ATPSS_660,Fermata di Via Parigi 7/D,40.710081,8.553616,SASSARI,Fermata Autobus
B_7621,Fermata di PORTO TORRES Z.I. C.M.C.,40.830691,8.38098,PORTO TORRES,Fermata Autobus
800404,Fermata di Li Junchi (Stabilimento GAB),40.975038,8.856853,BADESI,Fermata Autobus
B_7561,Fermata di PADRU,40.7660173,9.5210728,PADRU,Fermata Autobus
ASPO892,Fermata di 892 - Poltu Cuadu,40.912378,9.511225,OLBIA,Fermata Autobus
ATPSS_28,Fermata di Via Prati Fr. 8,40.738221,8.568704,SASSARI,Fermata Autobus
B_7252,Fermata di USINI VIA G.MARCONI 64,40.661198,8.541602,USINI,Fermata Autobus
B_22317,Fermata di ALGHERO VIA SASSARI 185,40.552822,8.322011,ALGHERO,Fermata Autobus
B_22269,Fermata di ALGHERO VIA DE GASPERI 36,40.553406,8.326658,ALGHERO,Fermata Autobus
B_22030,Fermata di LAZZARETTO SPIAGGIA,40.5830163,8.2456481,ALGHERO,Fermata Autobus
ATPSS_1111,Fermata di S.V. Baddimanna Filigheddu 28,40.741679,8.587611,SASSARI,Fermata Autobus
ATPSS_447,Fermata di Via Li Punti 10,40.748604,8.522045,SASSARI,Fermata Autobus
ASPO682,Fermata di 682 - Barcellona S.Severino,40.92927,9.46593,OLBIA,Fermata Autobus
ASPO681,Fermata di 681 - Barcellona San Pietro,40.92926,9.47166,OLBIA,Fermata Autobus
B_22206,Fermata di SA MELA SP 2-BAR TABACCHI,40.793962,8.966135,ERULA,Fermata Autobus
ATPSS_131,Fermata di Via Pascoli Fr. 71,40.735706,8.560741,SASSARI,Fermata Autobus
ATPSS_600,Fermata di Via De Martini 140,40.783811,8.496293,SASSARI,Fermata Autobus
ASPO608,Fermata di 608 - Via De Sanctis,40.92756,9.48002,OLBIA,Fermata Autobus
ATPSS_1101,Fermata di Via Sini,40.741797,8.571485,SASSARI,Fermata Autobus
B_22226,Fermata di SORSO VIA COTTONI-STAZ.ARST,40.7963259,8.574351,SORSO,Fermata Autobus
B_7227,Fermata di CANAGLIA CANTONIERA MONTI FERRU,40.789397,8.231204,SASSARI,Fermata Autobus
ATPSS_621,Fermata di Via De Martini 99,40.775935,8.508133,SASSARI,Fermata Autobus
B_7116,Fermata di POZZOMAGGIORE VIA UGUAGLIANZA 44,40.396039,8.661832,POZZOMAGGIORE,Fermata Autobus
202049,Fermata di Madonnina Monserrato,40.58473,8.993059,OZIERI,Fermata Autobus
ATPSS_740,"Fermata di Ss 291 4, Fr. Li Curuneddi Tronco B",40.727847,8.496103,SASSARI,Fermata Autobus
ATPSS_547,Fermata di Sv Maccia Di La Faba 5,40.750947,8.489448,SASSARI,Fermata Autobus
ATPSS_526,Fermata di Via Pirandello 1,40.742688,8.560271,SASSARI,Fermata Autobus
ASPO678,Fermata di 678 - Barcellona De Santis,40.928,9.47983,OLBIA,Fermata Autobus
B_7950,Fermata di SASSARI AGENZIA DELLE ENTRATE,40.714802,8.542229,SASSARI,Fermata Autobus
ASPO202,Fermata di 202 - Via Dei Lidi fr.69,40.93037,9.50791,OLBIA,Fermata Autobus
7507,Fermata di PALAU Z.I.,41.1749,9.367516,PALAU,Fermata Autobus
B_61781,Fermata di GOLFO ARANCI HOTEL KING,41.002614,9.605394,GOLFO ARANCI,Fermata Autobus
ASPO575,Fermata di 575 - V.S.Vittore fr.Chinzana,40.9531,9.44901,OLBIA,Fermata Autobus
800044,Fermata di Liscia di Vacca (Bivio),41.135341,9.509711,ARZACHENA,Fermata Autobus
7377,Fermata di CASTELSARDO LA MARINA FOFO`,40.91344,8.708284,CASTELSARDO,Fermata Autobus
B_7557,Fermata di BULTEI,40.457401,9.061766,BULTEI,Fermata Autobus
ATPSS_55,Fermata di Viale Mancini 7,40.723632,8.558534,SASSARI,Fermata Autobus
7561,Fermata di PADRU,40.766017,9.5210728,PADRU,Fermata Autobus
202037,Fermata di V.T.Nenni n. 10,40.588353,8.997057,OZIERI,Fermata Autobus
212010,Fermata di Limpiddu V. Tirso Incr. V. Reno,40.6900492454545,9.70441727272727,BUDONI,Fermata Autobus
ATPSS_733,Fermata di Viale San Francesco 8,40.730318,8.561878,SASSARI,Fermata Autobus
800270,Fermata di La Marmorata (Aeroviaggi),41.243167,9.229684,SANTA TERESA GALLURA,Fermata Autobus
L093-14833,Fermata di Circonv.ne S.Sebastiano 34,40.9047099,9.10599508,TEMPIO PAUSANIA,Fermata Autobus
B_22125,Fermata di SS 128 BIS PONTE MOLINO,40.571004,9.134999,PATTADA,Fermata Autobus
B_7629,Fermata di PORTO TORRES PORTO CIVICO,40.839906,8.401332,PORTO TORRES,Fermata Autobus
ITMDA,Porto di La Maddalena,41.2119799,9.4067082,LA MADDALENA,Traghetto
800416,Fermata di Badesi (Costa del Turchese),40.967318,8.874936,BADESI,Fermata Autobus
M_9607,Metro di SANTA MARIA DI PISA-R,40.74214,8.545333,SASSARI,Fermata Metropolitana
ATPSS_167,Fermata di Via De Carolis Fr. 19,40.723933,8.573262,SASSARI,Fermata Autobus
ASPO719,Fermata di 719 - Putzolu St.zo Caprolu,40.9179,9.40792,OLBIA,Fermata Autobus
ATPSS_319,Fermata di Via Milano 24,40.711086,8.579694,SASSARI,Fermata Autobus
60289,Fermata di SS 133 KM 34+000,41.125229,9.2761526,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_623,Fermata di Via De Martini 75,40.77073,8.512835,SASSARI,Fermata Autobus
6191,Fermata di VIGNOLA CAMPING,41.125081,9.0662475,AGLIENTU,Fermata Autobus
ATPSS_151,"Fermata di Via Luna E Sole, Bowling",40.724588,8.574674,SASSARI,Fermata Autobus
ATPSS_2007,"Fermata di C.So Vittorio Emanuele, Comune",40.83703,8.401276,PORTO TORRES,Fermata Autobus
ATPSS_1117,Fermata di Via Pigliaru Ang. V. Caruso,40.735105,8.574394,SASSARI,Fermata Autobus
800299,Fermata di Cuzzola (Bivio),40.726526,9.500303,PADRU,Fermata Autobus
ASPO2015,Fermata di 2015 - Battista dir.Mamusi,40.77896,9.46481,OLBIA,Fermata Autobus
800185,Fermata di Sassari SS 131,40.703072,8.553555,SASSARI,Fermata Autobus
B_22148,Fermata di VILLANOVA MONTELEONE SCUOLE MEDIE,40.5051,8.473245,VILLANOVA MONTELEONE,Fermata Autobus
B_22274,Fermata di ALGHERO VIA DON MINZONI 196,40.581943,8.317949,ALGHERO,Fermata Autobus
ASPO677,Fermata di 677 - via Bazzoni fr.Chiesa,40.91351,9.47551,OLBIA,Fermata Autobus
B_7757,Fermata di PERFUGAS,40.8308542,8.8858235,PERFUGAS,Fermata Autobus
ATPSS_445,"Fermata di Via Era 66/A, Market",40.746056,8.515433,SASSARI,Fermata Autobus
7044,Fermata di BANARI,40.57163,8.699247,BANARI,Fermata Autobus
B_7089,Fermata di BURGOS,40.390002,8.994439,BURGOS,Fermata Autobus
F_22624,Stazione di SORSO,40.796486,8.5737928,SORSO,Stazione Ferroviaria
800331,Fermata di Capriccioli,41.084875,9.548675,ARZACHENA,Fermata Autobus
B_7194,Fermata di NODIGHEDDU,40.868209,8.236381,STINTINO,Fermata Autobus
ATPSS_44,Fermata di Via Deledda Fr. 163,40.736829,8.57262,SASSARI,Fermata Autobus
ATPSS_178,"Fermata di Via Coradduzza 12, Distributore",40.715723,8.577552,SASSARI,Fermata Autobus
B_61899,Fermata di S.TEODORO BUDDITOGLIU SS125 KM 287.3 DIREZ SUD,40.751802,9.647476,SAN TEODORO,Fermata Autobus
ATPSS_647,Fermata di Sp132  La Crucca 245,40.76016,8.473664,SASSARI,Fermata Autobus
ATPSS_762,Fermata di Via Pasella 7,40.74752,8.519613,SASSARI,Fermata Autobus
ATPSS_2002,Fermata di Via Delle Vigne 41,40.829263,8.414667,PORTO TORRES,Fermata Autobus
ATPSS_661,"Fermata di Via Vienna, Campus Uniss",40.709257,8.553347,SASSARI,Fermata Autobus
ATPSS_2022,"Fermata di Via Dell'Industria,  Ats",40.822887,8.409579,PORTO TORRES,Fermata Autobus
ATPSS_71,"Fermata di Via Deledda Fr. 128, Ist. Prof.",40.737622,8.574784,SASSARI,Fermata Autobus
B_7749,Fermata di CHILIVANI FS,40.6092979,8.9340047,OZIERI,Fermata Autobus
ATPSS_489,"Fermata di Sp81, Fr. Discesa Mare 2",40.817485,8.496601,SORSO,Fermata Autobus
B_6112,Fermata di BASSACUTENA,41.1092202,9.2615553,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_2028,"Fermata di Sp56, Incrocio Ex Ss 131",40.801635,8.450671,SASSARI,Fermata Autobus
B_60274,Fermata di TEMPIO PAUSANIA AGIP,40.9050969,9.0995221,TEMPIO PAUSANIA,Fermata Autobus
B_7078,Fermata di PLOAGHE LA MADONNINA,40.669799,8.749197,PLOAGHE,Fermata Autobus
B_7797,Fermata di GUARDIA GRANDE PIAZZA,40.6452708,8.2245816,ALGHERO,Fermata Autobus
800293,Fermata di Sitagliacciu,40.790265,9.598151,SAN TEODORO,Fermata Autobus
ASPO864,Fermata di 864 - V.Venafiorita fr. ex trib.,40.90982,9.50064,OLBIA,Fermata Autobus
L093-14239,Fermata di Via Angioy - Ospedale,40.89865464,9.10215762,TEMPIO PAUSANIA,Fermata Autobus
B_22114,Fermata di SASSARI VIA CORADDUZZA 17,40.716496,8.577855,SASSARI,Fermata Autobus
B_22003,Fermata di ALGHERO VIALE GIOVANNI XXIII 68,40.5539481,8.3216823,ALGHERO,Fermata Autobus
ASPO910,Fermata di 910 - SS125 fr. MarinaMaria,40.89061,9.58515,OLBIA,Fermata Autobus
202004,Fermata di Badde Pira,40.604238,9.003182,OZIERI,Fermata Autobus
B_7361,Fermata di TISSI VIA BRIGATA SASSARI INC.MORANDI,40.682136,8.556536,TISSI,Fermata Autobus
L093-14468,Fermata di Via Settembrini 1,40.90096943,9.10645462,TEMPIO PAUSANIA,Fermata Autobus
B_61768,Fermata di OLBIA VIA MAMELI SCUOLE SUPERIORI,40.922231,9.496788,OLBIA,Fermata Autobus
ATPSS_2113,"Fermata di Via Dei Corbezzoli, Fr. Edicola",40.823989,8.419097,PORTO TORRES,Fermata Autobus
B_22117,Fermata di ARDARA FERMATA FRESI,40.624803,8.811734,ARDARA,Fermata Autobus
ATPSS_667,Fermata di Sp56 Km 5.9,40.772844,8.430933,SASSARI,Fermata Autobus
B_22181,Fermata di OSSI VIA EUROPA 8 - EDICOLA,40.675799,8.588951,OSSI,Fermata Autobus
B_7082,Fermata di FLORINAS VIA REGINA ELENA,40.646468,8.667487,FLORINAS,Fermata Autobus
B_22095,Fermata di SORSO VIA FRATELLI BORIO 34,40.798804,8.574525,SORSO,Fermata Autobus
ASPO718,Fermata di 718 - Putzolu fr. V.Peditoltu,40.91248,9.40461,OLBIA,Fermata Autobus
ATPSS_608,Fermata di Via De Martini,40.793568,8.473627,SASSARI,Fermata Autobus
B_22061,Fermata di ARGENTIERA VIA LA PLATA,40.739571,8.149003,SASSARI,Fermata Autobus
B_22005,Fermata di CALVIA,40.5737522,8.3536057,ALGHERO,Fermata Autobus
B_61900,Fermata di STRAULA BUDDITOGLIU CHIESA,40.747606,9.647056,SAN TEODORO,Fermata Autobus
B_61890,Fermata di SS 125 LUTTURAI DIREZ. NORD,40.835094,9.663446,SAN TEODORO,Fermata Autobus
ATPSS_685,Fermata di Via Remo Branca Fr. 12,40.784248,8.46466,SASSARI,Fermata Autobus
B_22270,Fermata di ALGHERO VIA DEGLI ORTI FR.84,40.566963,8.320749,ALGHERO,Fermata Autobus
ASPO829,"Fermata di 829 - Via Pistoia, lato civ. pari",40.91385,9.4884,OLBIA,Fermata Autobus
ATPSS_616,Fermata di Via De Martini 223,40.783876,8.496108,SASSARI,Fermata Autobus
ASPO410,Fermata di 410 - Monte Ladu ristorante,41.00677,9.53151,OLBIA,Fermata Autobus
7506,Fermata di PALAU,41.18139,9.385389,PALAU,Fermata Autobus
ATPSS_333,"Fermata di Via Roma 135, Uniss",40.719412,8.569942,SASSARI,Fermata Autobus
202024,Fermata di S. Nicola,40.609976,8.990787,OZIERI,Fermata Autobus
ATPSS_2076,Fermata di S.P. 81 Lato Torre Abbacurrente,40.819964,8.453869,PORTO TORRES,Fermata Autobus
B_22128,Fermata di MORES SCUOLA MEDIA,40.5485,8.830431,MORES,Fermata Autobus
B_22329,Fermata di ALGHERO VIA XX SETTEMBRE 164,40.559764,8.322575,ALGHERO,Fermata Autobus
7527,Fermata di TRAVERSA NUCHIS,40.91201,9.162099,TEMPIO PAUSANIA,Fermata Autobus
B_7124,Fermata di ARDARA VIA VITTORIO EMANUELE,40.6198721,8.8101166,ARDARA,Fermata Autobus
800392,Fermata di Lu Lioni (SP 5),40.78834,9.640331,SAN TEODORO,Fermata Autobus
ATPSS_2124,Fermata di Via Falcone Borsellino Fr. 26,40.830471,8.420519,PORTO TORRES,Fermata Autobus
61027,Fermata di SS 427 KM 13+900 TELEFERICA,40.97767,9.2750846,SANT'ANTONIO DI GALLURA,Fermata Autobus
800052,Fermata di Monti (Via Sos Balaros),40.80739,9.324673,MONTI,Fermata Autobus
ATPSS_552,Fermata di P.Za Musu Martini 4,40.751123,8.507418,SASSARI,Fermata Autobus
ATPSS_94,Fermata di Sv Mandra Di L'Ainu Km Fr. 44/F,40.697279,8.501517,SASSARI,Fermata Autobus
ATPSS_132,Fermata di P.Zza Colonnello Serra (Lato M.Civico),40.729494,8.561727,SASSARI,Fermata Autobus
B_7204,Fermata di VALLEDORIA MUNICIPIO,40.927704,8.822553,VALLEDORIA,Fermata Autobus
ATPSS_125,"Fermata di Via Leoncavallo 20, Farmacia",40.743897,8.546692,SASSARI,Fermata Autobus
B_7754,Fermata di PERFUGAS SCUOLE MEDIE,40.8331782,8.8769242,PERFUGAS,Fermata Autobus
B_61925,Fermata di BUDONI SS125 FR VIA BERLINO,40.662848,9.742686,BUDONI,Fermata Autobus
B_22185,Fermata di OSSI SCUOLE ELEMENTARI,40.676603,8.597205,OSSI,Fermata Autobus
B_22208,Fermata di ESPORLATU VIA STAZIONE,40.3849031,8.9931315,ESPORLATU,Fermata Autobus
B_22305,Fermata di ALGHERO VIA LIDO 93,40.575611,8.315328,ALGHERO,Fermata Autobus
ATPSS_3046,"Fermata di Via Roma 105, Banca Di Ss",40.789984,8.593424,SENNORI,Fermata Autobus
8212863,Fermata di Oschiri (Municipio),40.719091,9.09867,OSCHIRI,Fermata Autobus
800024,Fermata di Muntiggioni,40.9508,8.8906,BADESI,Fermata Autobus
7251,Fermata di BIVIO USINI,40.66746,8.530474,USINI,Fermata Autobus
B_22287,Fermata di ALGHERO VIA GARIBALDI GUARDIA DI FINANZA,40.563267,8.316861,ALGHERO,Fermata Autobus
ASPO851,Fermata di 851 - Via Svizzera,40.91443,9.49212,OLBIA,Fermata Autobus
B_22020,Fermata di SP 55 BIS INCROCIO,40.6553807,8.2235774,ALGHERO,Fermata Autobus
ATPSS_434,Fermata di Ss 131 74,40.745294,8.529778,SASSARI,Fermata Autobus
ATPSS_749,Fermata di Via Li Punti Fr. 135,40.746691,8.521209,SASSARI,Fermata Autobus
ATPSS_2072,Fermata di S.P. 81 Lato Chiesa Balai,40.829873,8.430588,PORTO TORRES,Fermata Autobus
ASPO519,Fermata di 519 - Via Plebi Santa Lucia,40.96688,9.47729,OLBIA,Fermata Autobus
6117,Fermata di CANT. FUMOSA - SS 127,40.8955,9.0585508,BORTIGIADAS,Fermata Autobus
ASPO568,Fermata di 568 - Plebi Via Abba Fritta,40.96189,9.47696,OLBIA,Fermata Autobus
B_7246,Fermata di SP 18 ZUNCHINI,40.728275,8.433785,SASSARI,Fermata Autobus
B_6137,Fermata di FUMOSA MADONNINA,41.0463785,9.2500978,LUOGOSANTO,Fermata Autobus
ATPSS_117,Fermata di Via Bottego 16,40.745174,8.556538,SASSARI,Fermata Autobus
B_61775,Fermata di OLBIA VECCHIO OSPEDALE CIVILE,40.930962,9.500298,OLBIA,Fermata Autobus
B_22340,Fermata di ALGHERO VIALE I MAGGIO PALAFITTA,40.585533,8.309136,ALGHERO,Fermata Autobus
ASPO780,Fermata di 780 - V.Putzolu,40.90976,9.4046,OLBIA,Fermata Autobus
ASPO656,Fermata di 656 - Barcellona P.Nassiria,40.92636,9.48628,OLBIA,Fermata Autobus
B_22145,Fermata di ITTIRI CORSO VITTORIO EMANUELE 97,40.593202,8.570064,ITTIRI,Fermata Autobus
ASPO960,Fermata di 960 - SS125 Marina Maria,40.89084,9.58471,OLBIA,Fermata Autobus
ATPSS_744,Fermata di Ss 291 Fr. Km 4.0,40.731218,8.505172,SASSARI,Fermata Autobus
ATPSS_133,Fermata di V.Le Umberto Civico 21,40.727635,8.563371,SASSARI,Fermata Autobus
ATPSS_743,"Fermata di Ss 291 18A, Km 4.0",40.730994,8.504268,SASSARI,Fermata Autobus
ATPSS_3064,Fermata di Via Massarenti Fr. 4 (Sennori Capolinea),40.785543,8.59047,SENNORI,Fermata Autobus
B_1740,Fermata di CHEREMULE SP 30,40.507278,8.72653,CHEREMULE,Fermata Autobus
ATPSS_2074,Fermata di S.P. 81 Fronte Forestale,40.822974,8.445406,PORTO TORRES,Fermata Autobus
212016,Fermata di Budoni Via Nazionale-Via dei Lidi,40.7028823,9.70844744615385,BUDONI,Fermata Autobus
800040,Fermata di Olbia (Bandinu),40.911348,9.500735,OLBIA,Fermata Autobus
B_61895,Fermata di S.TEODORO LA TRAVERSA DIREZ. SUD,40.77737,9.657035,SAN TEODORO,Fermata Autobus
ATPSS_3017,"Fermata di Sp81, Discesa Mare 7",40.830878,8.575075,SORSO,Fermata Autobus
ATPSS_139,Fermata di Via Budapest Fr. 27,40.712269,8.550993,SASSARI,Fermata Autobus
B_22170,Fermata di BONORVA PIAZZA SANT`ANTONIO,40.418459,8.765715,BONORVA,Fermata Autobus
7109,Fermata di ITTIREDDU,40.5435,8.903365,ITTIREDDU,Fermata Autobus
ATPSS_543,Fermata di Ss 200  Km 2.8,40.751082,8.561601,SASSARI,Fermata Autobus
7004,Fermata di SASSARI VIA PASCOLI 53,40.7349,8.560898,SASSARI,Fermata Autobus
ATPSS_335,Fermata di Via De Gasperi Fr. 9,40.72016,8.581421,SASSARI,Fermata Autobus
B_7725,Fermata di CAPO CACCIA,40.5634238,8.1634284,ALGHERO,Fermata Autobus
ASPO2014,Fermata di 2014 -  Via San Severino,40.92685,9.46638,OLBIA,Fermata Autobus
ATPSS_2029,"Fermata di Sp56, Sv Monte Rasu",40.808294,8.454436,SASSARI,Fermata Autobus
ATPSS_79,Fermata di Via Padre Luca,40.717005,8.523572,SASSARI,Fermata Autobus
B_1742,Fermata di CHEREMULE VIALE ALDO MORO,40.5037,8.727332,CHEREMULE,Fermata Autobus
212017,Fermata di Budoni (P.zza Giubileo),40.7073935894737,9.70100544210526,BUDONI,Fermata Autobus
B_6105,Fermata di SS 427 ALIETI,40.9940793,9.3186793,SANT'ANTONIO DI GALLURA,Fermata Autobus
L093-14857,Fermata di Via Limbara - Seminario,40.89637139,9.10621962,TEMPIO PAUSANIA,Fermata Autobus
7076,Fermata di CHIARAMONTI,40.7489,8.819902,CHIARAMONTI,Fermata Autobus
B_7091,Fermata di FERTILIA PIAZZA VENEZIA GIULIA,40.59346,8.284234,ALGHERO,Fermata Autobus
ATPSS_3015,"Fermata di Viale Marina, Dir. Marina, S. Andrea",40.821737,8.558878,SORSO,Fermata Autobus
ASPO2087,"Fermata di 2087 - Via Mestre 27, angolo Via Perugia",40.9112,9.5123,OLBIA,Fermata Autobus
800079,Fermata di Porto Istana,40.894722,9.614144,OLBIA,Fermata Autobus
B_22164,Fermata di BONNANARO VIA NAZIONALE 15,40.53327,8.767858,BONNANARO,Fermata Autobus
B_7377,Fermata di CASTELSARDO LA MARINA FOFO',40.913446,8.708284,CASTELSARDO,Fermata Autobus
B_7248,Fermata di BANCALI BAR SALARIS,40.733892,8.464991,SASSARI,Fermata Autobus
ATPSS_482,"Fermata di Sp81, Discesa Mare 1",40.81641,8.47815,SORSO,Fermata Autobus
ATPSS_172,Fermata di Viale Trento 32,40.726965,8.568719,SASSARI,Fermata Autobus
B_61909,Fermata di BUDONI VIA NAZIONALE 221,40.706889,9.703385,BUDONI,Fermata Autobus
B_7018,Fermata di CALA BITTA,41.121254,9.473675,ARZACHENA,Fermata Autobus
B_7836,Fermata di BESSUDE VIA PAPA GIOVANNI,40.553164,8.726863,BESSUDE,Fermata Autobus
800405,Fermata di Loc. Baia delle Mimose,40.946033,8.828394,BADESI,Fermata Autobus
8312851,Stazione di CALA SABINA,41.0106248,9.5874506,GOLFO ARANCI,Stazione Ferroviaria
7611,Fermata di OLBIA CORSO VITT. VENETO-I.P.,40.9216,9.482852,OLBIA,Fermata Autobus
B_22346,Fermata di ALGHERO VIA V. EMANUELE-CIMITERO,40.564292,8.327612,ALGHERO,Fermata Autobus
ATPSS_649,Fermata di Sp132  La Crucca 185,40.758944,8.47992,SASSARI,Fermata Autobus
ATPSS_294,Fermata di Via Milano Fr. 24,40.711284,8.579562,SASSARI,Fermata Autobus
ATPSS_325,"Fermata di Z.I. P.N. Str. 28, Fermata 1",40.738325,8.526141,SASSARI,Fermata Autobus
B_7019,Fermata di SS 134 BIVIO,40.860178,8.800486,SEDINI,Fermata Autobus
ASPO828,Fermata di 828 - Via Modena,40.91024,9.51955,OLBIA,Fermata Autobus
ATPSS_316,Fermata di Via Milano Fr. 13,40.714652,8.566373,SASSARI,Fermata Autobus
800303,Fermata di Sos Runcos (Bivio),40.713469,9.482056,PADRU,Fermata Autobus
ASPO401,Fermata di 401 - SS125 Li Puntitti,40.97166,9.49081,OLBIA,Fermata Autobus
ATPSS_106,Fermata di Via Dei Mille 44,40.720777,8.559586,SASSARI,Fermata Autobus
B_6150,Fermata di LUOGOSANTO  LARGO PINNA,41.0477313,9.2085997,LUOGOSANTO,Fermata Autobus
ATPSS_456,Fermata di Via De Cupis Fr. 32,40.761675,8.500265,SASSARI,Fermata Autobus
ATPSS_315,Fermata di Via Turati 31,40.717733,8.559876,SASSARI,Fermata Autobus
ASPO317,Fermata di 317 - V.le Basa Piscina,40.95907,9.48463,OLBIA,Fermata Autobus
B_7186,Fermata di OSILO ROSARIO,40.742998,8.671732,OSILO,Fermata Autobus
B_7434,Fermata di ESPORLATU,40.386101,8.990869,ESPORLATU,Fermata Autobus
B_22241,Fermata di PIRASTREDDU SAN LORENZO VALLE,40.802522,8.660817,OSILO,Fermata Autobus
7597,Fermata di SASSARI VIA SOLARI,40.74108,8.556464,SASSARI,Fermata Autobus
ASPO282,"Fermata di 282 - V. Indonesia,9 Lato ASPO",40.93148,9.51359,OLBIA,Fermata Autobus
ATPSS_473,"Fermata di S.C. Platamona, S.V. Spina Santa Pultiga",40.789699,8.471578,SASSARI,Fermata Autobus
B_7551,Fermata di BAJA SARDINIA,41.137071,9.478304,ARZACHENA,Fermata Autobus
L093-14499,Fermata di Via Valentino 4,40.90171142,9.10145072,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_372,Fermata di Sv Mandra Di L'Ainu 135,40.691516,8.487413,SASSARI,Fermata Autobus
ATPSS_2120,Fermata di Via Indipendenza 22,40.830759,8.403479,PORTO TORRES,Fermata Autobus
ASPO305,Fermata di 305 - V.le A.Moro ex enel,40.93782,9.498,OLBIA,Fermata Autobus
L093-14772,Fermata di Via Giuseppe De Martis 7,40.89718118,9.09893188,TEMPIO PAUSANIA,Fermata Autobus
B_6213,Fermata di LI FERULI,41.063319,9.1165535,AGLIENTU,Fermata Autobus
ATPSS_329,"Fermata di Z.I. P.N. Str. 28, Fermata 2",40.738352,8.524045,SASSARI,Fermata Autobus
6181,Fermata di TANCA MANNA RESIDENCE,41.131995,9.4335779,ARZACHENA,Fermata Autobus
800089,Fermata di Tempio Pausania (Alb. ESIT),40.895866,9.096493,TEMPIO PAUSANIA,Fermata Autobus
B_7260,Fermata di ALGHERO LIDO,40.580145,8.312149,ALGHERO,Fermata Autobus
B_7084,Fermata di MUROS,40.678298,8.615974,MUROS,Fermata Autobus
ATPSS_742,Fermata di Ss 291 24,40.729385,8.500525,SASSARI,Fermata Autobus
71464,Fermata di EDEN BEACH,40.8372,8.590588,SORSO,Fermata Autobus
B_7117,Fermata di POZZOMAGGIORE VIA MANZONI 4- FR.LICEO,40.399552,8.66237,POZZOMAGGIORE,Fermata Autobus
ATPSS_162,"Fermata di Via Togliatti 6, Scuola",40.720989,8.57885,SASSARI,Fermata Autobus
B_7819,Fermata di COGHINAS STAZIONE,40.8448495,8.9251475,PERFUGAS,Fermata Autobus
ATPSS_546,Fermata di Sv Maccia Di La Faba 15,40.751197,8.486522,SASSARI,Fermata Autobus
ATPSS_83,Fermata di Sv Cabu D'Ispiga Fermata 3,40.741089,8.577066,SASSARI,Fermata Autobus
ATPSS_3018,"Fermata di Sp81, Eden Beach",40.837289,8.590582,SORSO,Fermata Autobus
ATPSS_25,Fermata di Via Deledda 145,40.73593,8.570679,SASSARI,Fermata Autobus
ASPO709,Fermata di 709 - SS127 Via Urano,40.92,9.45449,OLBIA,Fermata Autobus
B_22188,Fermata di FLORINAS PIAZZA DEL POPOLO,40.649996,8.666345,FLORINAS,Fermata Autobus
70632,Fermata di SASSARI VIA PAGLIETTI - IST. COMMERCIALE,40.72393,8.575926,SASSARI,Fermata Autobus
ATPSS_230,Fermata di Via Pala Di Carru 60,40.744686,8.518404,SASSARI,Fermata Autobus
B_22318,Fermata di ALGHERO VIA SASSARI 85,40.554789,8.318508,ALGHERO,Fermata Autobus
L093-14369,Fermata di ZIR Ganau,40.90247207,9.14828946,TEMPIO PAUSANIA,Fermata Autobus
B_7382,Fermata di SASSARI VIA POLIGONO,40.737361,8.56132,SASSARI,Fermata Autobus
B_7140,Fermata di MONTE D`ACCODDI,40.793365,8.458942,SASSARI,Fermata Autobus
B_23297,Fermata di ALGHERO VIA ANGELERIO FR.SCUOLA MATERNA,40.569767,8.33223,ALGHERO,Fermata Autobus
ATPSS_204,Fermata di Via Gessi 3,40.744124,8.555686,SASSARI,Fermata Autobus
ASPO752,Fermata di 752 - Corso Vittorio Veneto fr. scuola,40.92078,9.47769,OLBIA,Fermata Autobus
ATPSS_336,"Fermata di Via Mastino, Piscina",40.719676,8.581912,SASSARI,Fermata Autobus
B_22218,Fermata di S.MARIA LA PALMA INCROCIO STRADA INTERPODERALE,40.6648177,8.2447035,ALGHERO,Fermata Autobus
ASPO865,Fermata di 865 - Via Venafiorita cimitero,40.91141,9.50068,OLBIA,Fermata Autobus
ATPSS_2026,"Fermata di Ss 131, Inc. Strada 10",40.810051,8.437288,PORTO TORRES,Fermata Autobus
B_7074,Fermata di LAERRU VIA ROMA 75,40.8178269,8.8331501,LAERRU,Fermata Autobus
ASPO288,Fermata di 288 - Via Corea 1a fermata,40.94127,9.52713,OLBIA,Fermata Autobus
ATPSS_2117,Fermata di Viale Delle Vigne 29,40.830789,8.410356,PORTO TORRES,Fermata Autobus
ATPSS_274,Fermata di Via Gramsci Fr. 19,40.722444,8.57678,SASSARI,Fermata Autobus
